county,state,state_abbr,region,lat,lng
Collin County,Texas,TX,South,33.194494,-96.579428
Collingsworth County,Texas,TX,South,34.963358,-100.272135
Colorado County,Texas,TX,South,29.596296,-96.508935
Comal County,Texas,TX,South,29.812377,-98.258129
Comanche County,Texas,TX,South,31.951645,-98.549617
Concho County,Texas,TX,South,31.318883,-99.863649
Cooke County,Texas,TX,South,33.639196,-97.210343
Coryell County,Texas,TX,South,31.391177,-97.798022
Cottle County,Texas,TX,South,34.091906,-100.276442
Crane County,Texas,TX,South,31.422796,-102.487774
Crockett County,Texas,TX,South,30.717532,-101.404211
Crosby County,Texas,TX,South,33.609144,-101.29871
Culberson County,Texas,TX,South,31.445908,-104.526945
Dallam County,Texas,TX,South,36.28637,-102.59402
Dallas County,Texas,TX,South,32.766987,-96.778424
Dawson County,Texas,TX,South,32.742528,-101.948771
Deaf Smith County,Texas,TX,South,34.940766,-102.607564
Delta County,Texas,TX,South,33.385933,-95.67335
Denton County,Texas,TX,South,33.205132,-97.12114
DeWitt County,Texas,TX,South,29.082346,-97.361654
Dickens County,Texas,TX,South,33.615363,-100.787617
Dimmit County,Texas,TX,South,28.423587,-99.765871
Donley County,Texas,TX,South,34.955036,-100.815846
Duval County,Texas,TX,South,27.681123,-98.497393
Eastland County,Texas,TX,South,32.324645,-98.83656
Ector County,Texas,TX,South,31.865301,-102.542507
Edwards County,Texas,TX,South,29.985933,-100.3074
Ellis County,Texas,TX,South,32.346878,-96.79694
El Paso County,Texas,TX,South,31.766456,-106.24152
Erath County,Texas,TX,South,32.236669,-98.220545
Falls County,Texas,TX,South,31.25193,-96.934127
Fannin County,Texas,TX,South,33.591161,-96.104988
Fayette County,Texas,TX,South,29.877886,-96.921231
Fisher County,Texas,TX,South,32.740473,-100.40312
Floyd County,Texas,TX,South,34.07373,-101.303274
Foard County,Texas,TX,South,33.963306,-99.816828
Fort Bend County,Texas,TX,South,29.526602,-95.771015
Franklin County,Texas,TX,South,33.175846,-95.219066
Freestone County,Texas,TX,South,31.701749,-96.144957
Frio County,Texas,TX,South,28.869383,-99.109005
Gaines County,Texas,TX,South,32.743942,-102.631561
Galveston County,Texas,TX,South,29.233927,-94.888197
Garza County,Texas,TX,South,33.183792,-101.301134
Gillespie County,Texas,TX,South,30.325093,-98.94185
Glasscock County,Texas,TX,South,31.868006,-101.521494
Goliad County,Texas,TX,South,28.6607,-97.430415
Gonzales County,Texas,TX,South,29.461912,-97.49192
Gray County,Texas,TX,South,35.402542,-100.812374
Grayson County,Texas,TX,South,33.624548,-96.675777
Gregg County,Texas,TX,South,32.486401,-94.816277
Grimes County,Texas,TX,South,30.543231,-95.988082
Guadalupe County,Texas,TX,South,29.582671,-97.948995
Hale County,Texas,TX,South,34.068436,-101.822888
Hall County,Texas,TX,South,34.453189,-100.576343
Hamilton County,Texas,TX,South,31.707342,-98.111756
Hansford County,Texas,TX,South,36.272847,-101.35693
Hardeman County,Texas,TX,South,34.289904,-99.745697
Hardin County,Texas,TX,South,30.329648,-94.393178
Harris County,Texas,TX,South,29.857273,-95.393037
Harrison County,Texas,TX,South,32.547991,-94.374434
Hartley County,Texas,TX,South,35.840244,-102.610047
Haskell County,Texas,TX,South,33.175964,-99.730774
Hays County,Texas,TX,South,30.061225,-98.029267
Hemphill County,Texas,TX,South,35.815956,-100.27921
Henderson County,Texas,TX,South,32.211633,-95.853418
Hidalgo County,Texas,TX,South,26.396384,-98.18099
Hill County,Texas,TX,South,31.982681,-97.130668
Hockley County,Texas,TX,South,33.605932,-102.343398
Hood County,Texas,TX,South,32.430149,-97.831677
Hopkins County,Texas,TX,South,33.148967,-95.565434
Houston County,Texas,TX,South,31.323036,-95.4216
Howard County,Texas,TX,South,32.30343,-101.438721
Hudspeth County,Texas,TX,South,31.450868,-105.377549
Hunt County,Texas,TX,South,33.123308,-96.08423
Hutchinson County,Texas,TX,South,35.837047,-101.362746
Irion County,Texas,TX,South,31.303424,-100.981304
Jack County,Texas,TX,South,33.23216,-98.171177
Jackson County,Texas,TX,South,28.959802,-96.58908
Jasper County,Texas,TX,South,30.752932,-94.022294
Jeff Davis County,Texas,TX,South,30.625357,-104.191873
Jefferson County,Texas,TX,South,29.854,-94.149331
Jim Hogg County,Texas,TX,South,27.053231,-98.747572
Jim Wells County,Texas,TX,South,27.733516,-98.090814
Johnson County,Texas,TX,South,32.379654,-97.364906
Jones County,Texas,TX,South,32.743709,-99.87443
Karnes County,Texas,TX,South,28.908996,-97.852205
Kaufman County,Texas,TX,South,32.598944,-96.288377
Kendall County,Texas,TX,South,29.943525,-98.709269
Kenedy County,Texas,TX,South,26.890213,-97.591143
Kent County,Texas,TX,South,33.18478,-100.76972
Kerr County,Texas,TX,South,30.059953,-99.353339
Kimble County,Texas,TX,South,30.479472,-99.746396
King County,Texas,TX,South,33.614268,-100.245345
Kinney County,Texas,TX,South,29.347086,-100.4177
Kleberg County,Texas,TX,South,27.438735,-97.66062
Knox County,Texas,TX,South,33.61189,-99.730356
Lamar County,Texas,TX,South,33.667263,-95.570348
Lamb County,Texas,TX,South,34.068861,-102.348018
Lampasas County,Texas,TX,South,31.196731,-98.240889
La Salle County,Texas,TX,South,28.351098,-99.096774
Lavaca County,Texas,TX,South,29.382578,-96.923633
Lee County,Texas,TX,South,30.321498,-96.976823
Leon County,Texas,TX,South,31.300493,-95.995622
Liberty County,Texas,TX,South,30.158508,-94.844061
Limestone County,Texas,TX,South,31.547543,-96.593623
Lipscomb County,Texas,TX,South,36.2802,-100.272683
Live Oak County,Texas,TX,South,28.351535,-98.126961
Llano County,Texas,TX,South,30.707584,-98.68469
Loving County,Texas,TX,South,31.844936,-103.561229
Lubbock County,Texas,TX,South,33.611469,-101.819944
Lynn County,Texas,TX,South,33.178412,-101.818493
McCulloch County,Texas,TX,South,31.205477,-99.359856
McLennan County,Texas,TX,South,31.549596,-97.201511
McMullen County,Texas,TX,South,28.384922,-98.578853
Madison County,Texas,TX,South,30.966878,-95.930372
Marion County,Texas,TX,South,32.798182,-94.356853
Martin County,Texas,TX,South,32.30983,-101.961836
Mason County,Texas,TX,South,30.703916,-99.237302
Matagorda County,Texas,TX,South,28.77476,-96.001532
Maverick County,Texas,TX,South,28.729787,-100.316678
Medina County,Texas,TX,South,29.353661,-99.111085
Menard County,Texas,TX,South,30.885268,-99.858861
Midland County,Texas,TX,South,31.814269,-102.002454
Milam County,Texas,TX,South,30.791242,-96.984395
Mills County,Texas,TX,South,31.494888,-98.594623
Mitchell County,Texas,TX,South,32.304117,-100.924392
Montague County,Texas,TX,South,33.678356,-97.725014
Montgomery County,Texas,TX,South,30.298801,-95.50295
Moore County,Texas,TX,South,35.835676,-101.890502
Morris County,Texas,TX,South,33.116466,-94.731265
Motley County,Texas,TX,South,34.057899,-100.793152
Nacogdoches County,Texas,TX,South,31.62056,-94.62025
Navarro County,Texas,TX,South,32.048448,-96.476909
Newton County,Texas,TX,South,30.786718,-93.73925
Nolan County,Texas,TX,South,32.312338,-100.418108
Nueces County,Texas,TX,South,27.740032,-97.516214
Ochiltree County,Texas,TX,South,36.278744,-100.815864
Oldham County,Texas,TX,South,35.401921,-102.59762
Orange County,Texas,TX,South,30.122323,-93.8941
Palo Pinto County,Texas,TX,South,32.752204,-98.317967
Panola County,Texas,TX,South,32.163978,-94.305156
Parker County,Texas,TX,South,32.777096,-97.805905
Parmer County,Texas,TX,South,34.532163,-102.784853
Pecos County,Texas,TX,South,30.773298,-102.718153
Polk County,Texas,TX,South,30.784553,-94.837338
Potter County,Texas,TX,South,35.398675,-101.893804
Presidio County,Texas,TX,South,30.005891,-104.261619
Rains County,Texas,TX,South,32.870457,-95.795613
Randall County,Texas,TX,South,34.962529,-101.895547
Reagan County,Texas,TX,South,31.375191,-101.514395
Real County,Texas,TX,South,29.830097,-99.812549
Red River County,Texas,TX,South,33.619625,-95.048429
Reeves County,Texas,TX,South,31.308366,-103.712706
Refugio County,Texas,TX,South,28.322116,-97.162472
Roberts County,Texas,TX,South,35.838596,-100.836682
Robertson County,Texas,TX,South,31.025481,-96.514941
Rockwall County,Texas,TX,South,32.899886,-96.41205
Runnels County,Texas,TX,South,31.845119,-99.982715
Rusk County,Texas,TX,South,32.109423,-94.756382
Sabine County,Texas,TX,South,31.3433,-93.851913
San Augustine County,Texas,TX,South,31.382449,-94.16318
San Jacinto County,Texas,TX,South,30.574388,-95.163136
San Patricio County,Texas,TX,South,28.011794,-97.517157
San Saba County,Texas,TX,South,31.155138,-98.819292
Schleicher County,Texas,TX,South,30.896233,-100.527216
Scurry County,Texas,TX,South,32.744353,-100.913346
Shackelford County,Texas,TX,South,32.74382,-99.347005
Shelby County,Texas,TX,South,31.790139,-94.142579
Sherman County,Texas,TX,South,36.278593,-101.899265
Smith County,Texas,TX,South,32.375105,-95.268939
Somervell County,Texas,TX,South,32.218071,-97.769217
Starr County,Texas,TX,South,26.530903,-98.740235
Stephens County,Texas,TX,South,32.738052,-98.839344
Sterling County,Texas,TX,South,31.835773,-101.054911
Stonewall County,Texas,TX,South,33.17958,-100.253807
Sutton County,Texas,TX,South,30.522185,-100.513359
Swisher County,Texas,TX,South,34.526319,-101.743865
Tarrant County,Texas,TX,South,32.772119,-97.291224
Taylor County,Texas,TX,South,32.297126,-99.89043
Terrell County,Texas,TX,South,30.232343,-102.072513
Terry County,Texas,TX,South,33.171229,-102.339284
Throckmorton County,Texas,TX,South,33.170695,-99.205796
Titus County,Texas,TX,South,33.214599,-94.966783
Tom Green County,Texas,TX,South,31.398295,-100.46385
Travis County,Texas,TX,South,30.239513,-97.69127
Trinity County,Texas,TX,South,31.096675,-95.151687
Tyler County,Texas,TX,South,30.769295,-94.375656
Upshur County,Texas,TX,South,32.735349,-94.941184
Upton County,Texas,TX,South,31.353816,-102.041546
Uvalde County,Texas,TX,South,29.350308,-99.768427
Val Verde County,Texas,TX,South,29.875285,-101.143324
Van Zandt County,Texas,TX,South,32.558787,-95.836906
Victoria County,Texas,TX,South,28.79637,-96.971198
Walker County,Texas,TX,South,30.743163,-95.569825
Waller County,Texas,TX,South,30.01359,-95.982149
Ward County,Texas,TX,South,31.513069,-103.105113
Washington County,Texas,TX,South,30.215075,-96.410272
Webb County,Texas,TX,South,27.760799,-99.340752
Wharton County,Texas,TX,South,29.27848,-96.229674
Wheeler County,Texas,TX,South,35.392593,-100.253107
Wichita County,Texas,TX,South,33.988212,-98.70801
Wilbarger County,Texas,TX,South,34.08492,-99.24244
Willacy County,Texas,TX,South,26.481861,-97.594731
Williamson County,Texas,TX,South,30.649082,-97.605065
Wilson County,Texas,TX,South,29.173883,-98.086734
Winkler County,Texas,TX,South,31.832862,-103.054925
Wise County,Texas,TX,South,33.219095,-97.653997
Wood County,Texas,TX,South,32.783588,-95.382166
Yoakum County,Texas,TX,South,33.162339,-102.832241
Young County,Texas,TX,South,33.158778,-98.67839
Zapata County,Texas,TX,South,26.996981,-99.182603
Zavala County,Texas,TX,South,28.864652,-99.75983
Beaver County,Utah,UT,West,38.357535,-113.238948
Box Elder County,Utah,UT,West,41.622623,-113.060252
Cache County,Utah,UT,West,41.734118,-111.745394
Carbon County,Utah,UT,West,39.673284,-110.588484
Daggett County,Utah,UT,West,40.890099,-109.505785
Davis County,Utah,UT,West,41.037559,-112.201943
Duchesne County,Utah,UT,West,40.289393,-110.429584
Emery County,Utah,UT,West,39.009025,-110.7211
Garfield County,Utah,UT,West,37.831663,-111.450907
Grand County,Utah,UT,West,38.974326,-109.57345
Iron County,Utah,UT,West,37.909304,-113.30674
Juab County,Utah,UT,West,39.71412,-112.790471
Kane County,Utah,UT,West,37.275089,-111.815329
Millard County,Utah,UT,West,38.956744,-113.133092
Morgan County,Utah,UT,West,41.091027,-111.577885
Piute County,Utah,UT,West,38.335881,-112.129375
Rich County,Utah,UT,West,41.627598,-111.240227
Salt Lake County,Utah,UT,West,40.667883,-111.92424
San Juan County,Utah,UT,West,37.602633,-109.791574
Sanpete County,Utah,UT,West,39.373426,-111.576933
Sevier County,Utah,UT,West,38.746824,-111.81193
Summit County,Utah,UT,West,40.87206,-110.968486
Tooele County,Utah,UT,West,40.467753,-113.123979
Uintah County,Utah,UT,West,40.125887,-109.517748
Utah County,Utah,UT,West,40.120418,-111.668563
Wasatch County,Utah,UT,West,40.334884,-111.161568
Washington County,Utah,UT,West,37.262531,-113.4878
Wayne County,Utah,UT,West,38.259856,-110.990872
Weber County,Utah,UT,West,41.270325,-111.876883
Addison County,Vermont,VT,Northeast,44.031248,-73.141581
Bennington County,Vermont,VT,Northeast,43.035328,-73.111496
Caledonia County,Vermont,VT,Northeast,44.468791,-72.112168
Chittenden County,Vermont,VT,Northeast,44.463329,-73.06941
Essex County,Vermont,VT,Northeast,44.724021,-71.732736
Franklin County,Vermont,VT,Northeast,44.858964,-72.909402
Grand Isle County,Vermont,VT,Northeast,44.801787,-73.300759
Lamoille County,Vermont,VT,Northeast,44.611192,-72.632659
Orange County,Vermont,VT,Northeast,44.003373,-72.369579
Orleans County,Vermont,VT,Northeast,44.828442,-72.25163
Rutland County,Vermont,VT,Northeast,43.612399,-73.060304
Washington County,Vermont,VT,Northeast,44.274969,-72.609444
Windham County,Vermont,VT,Northeast,42.995304,-72.721877
Windsor County,Vermont,VT,Northeast,43.572448,-72.598813
Accomack County,Virginia,VA,South,37.765944,-75.757807
Albemarle County,Virginia,VA,South,38.024184,-78.553506
Alleghany County,Virginia,VA,South,37.787905,-80.008669
Amelia County,Virginia,VA,South,37.331927,-77.977462
Amherst County,Virginia,VA,South,37.629304,-79.154667
Appomattox County,Virginia,VA,South,37.370725,-78.81094
Arlington County,Virginia,VA,South,38.878337,-77.100703
Augusta County,Virginia,VA,South,38.17259,-79.140975
Bath County,Virginia,VA,South,38.068368,-79.731203
Bedford County,Virginia,VA,South,37.312257,-79.527223
Bland County,Virginia,VA,South,37.130612,-81.125853
Botetourt County,Virginia,VA,South,37.565482,-79.797546
Brunswick County,Virginia,VA,South,36.764204,-77.861483
Buchanan County,Virginia,VA,South,37.26812,-82.038151
Buckingham County,Virginia,VA,South,37.573928,-78.529169
Campbell County,Virginia,VA,South,37.210152,-79.095428
Caroline County,Virginia,VA,South,38.028033,-77.353736
Carroll County,Virginia,VA,South,36.731963,-80.727831
Charles City County,Virginia,VA,South,37.361054,-77.05417
Charlotte County,Virginia,VA,South,37.009042,-78.658568
Chesterfield County,Virginia,VA,South,37.378434,-77.585847
Clarke County,Virginia,VA,South,39.115307,-77.990748
Craig County,Virginia,VA,South,37.473603,-80.231051
Culpeper County,Virginia,VA,South,38.48593,-77.956476
Cumberland County,Virginia,VA,South,37.520189,-78.252836
Dickenson County,Virginia,VA,South,37.136701,-82.34922
Dinwiddie County,Virginia,VA,South,37.073498,-77.635492
Essex County,Virginia,VA,South,37.936389,-76.933747
Fairfax County,Virginia,VA,South,38.82952,-77.273252
Fauquier County,Virginia,VA,South,38.744096,-77.8215
Floyd County,Virginia,VA,South,36.931433,-80.350266
Fluvanna County,Virginia,VA,South,37.830584,-78.283494
Franklin County,Virginia,VA,South,36.991186,-79.882715
Frederick County,Virginia,VA,South,39.20366,-78.263829
Giles County,Virginia,VA,South,37.318072,-80.698321
Gloucester County,Virginia,VA,South,37.403541,-76.523505
Goochland County,Virginia,VA,South,37.718814,-77.917626
Grayson County,Virginia,VA,South,36.652229,-81.215324
Greene County,Virginia,VA,South,38.297981,-78.470163
Greensville County,Virginia,VA,South,36.680336,-77.560277
Halifax County,Virginia,VA,South,36.766461,-78.939614
Hanover County,Virginia,VA,South,37.760215,-77.491317
Henrico County,Virginia,VA,South,37.43752,-77.300333
Henry County,Virginia,VA,South,36.620612,-79.980662
Highland County,Virginia,VA,South,38.366243,-79.564472
Isle of Wight County,Virginia,VA,South,36.901418,-76.707569
James City County,Virginia,VA,South,37.324837,-76.777888
King and Queen County,Virginia,VA,South,37.717772,-76.905581
King George County,Virginia,VA,South,38.27718,-77.162636
King William County,Virginia,VA,South,37.70826,-77.091054
Lancaster County,Virginia,VA,South,37.704843,-76.412663
Lee County,Virginia,VA,South,36.701721,-83.130112
Loudoun County,Virginia,VA,South,39.0812,-77.638898
Louisa County,Virginia,VA,South,37.972704,-77.959795
Lunenburg County,Virginia,VA,South,36.945555,-78.240528
Madison County,Virginia,VA,South,38.412059,-78.276961
Mathews County,Virginia,VA,South,37.425348,-76.268808
Mecklenburg County,Virginia,VA,South,36.687256,-78.368959
Middlesex County,Virginia,VA,South,37.606975,-76.528082
Montgomery County,Virginia,VA,South,37.175538,-80.387794
Nelson County,Virginia,VA,South,37.789079,-78.88344
New Kent County,Virginia,VA,South,37.51016,-76.999331
Northampton County,Virginia,VA,South,37.302775,-75.924018
Northumberland County,Virginia,VA,South,37.856974,-76.379687
Nottoway County,Virginia,VA,South,37.141167,-78.053866
Orange County,Virginia,VA,South,38.249326,-78.011092
Page County,Virginia,VA,South,38.623209,-78.491872
Patrick County,Virginia,VA,South,36.667138,-80.286413
Pittsylvania County,Virginia,VA,South,36.821721,-79.398502
Powhatan County,Virginia,VA,South,37.549404,-77.912855
Prince Edward County,Virginia,VA,South,37.224881,-78.432957
Prince George County,Virginia,VA,South,37.187325,-77.220993
Prince William County,Virginia,VA,South,38.701119,-77.479579
Pulaski County,Virginia,VA,South,37.063385,-80.713444
Rappahannock County,Virginia,VA,South,38.684522,-78.168824
Richmond County,Virginia,VA,South,37.942894,-76.730561
Roanoke County,Virginia,VA,South,37.330792,-80.191237
Rockbridge County,Virginia,VA,South,37.814517,-79.447754
Rockingham County,Virginia,VA,South,38.507585,-78.885321
Russell County,Virginia,VA,South,36.93342,-82.095934
Scott County,Virginia,VA,South,36.712776,-82.613624
Shenandoah County,Virginia,VA,South,38.856204,-78.573987
Smyth County,Virginia,VA,South,36.842318,-81.539786
Southampton County,Virginia,VA,South,36.720068,-77.103813
Spotsylvania County,Virginia,VA,South,38.182431,-77.657226
Stafford County,Virginia,VA,South,38.423084,-77.458048
Surry County,Virginia,VA,South,37.119761,-76.880172
Sussex County,Virginia,VA,South,36.926645,-77.259732
Tazewell County,Virginia,VA,South,37.125395,-81.562924
Warren County,Virginia,VA,South,38.908221,-78.207594
Washington County,Virginia,VA,South,36.747814,-81.950322
Westmoreland County,Virginia,VA,South,38.109311,-76.803933
Wise County,Virginia,VA,South,36.974561,-82.62156
Wythe County,Virginia,VA,South,36.899868,-81.08301
York County,Virginia,VA,South,37.220914,-76.395533
Alexandria city,Virginia,VA,South,38.819251,-77.08367
Bristol city,Virginia,VA,South,36.616954,-82.157564
Buena Vista city,Virginia,VA,South,37.729345,-79.358134
Charlottesville city,Virginia,VA,South,38.037658,-78.485381
Chesapeake city,Virginia,VA,South,36.679376,-76.301788
Colonial Heights city,Virginia,VA,South,37.261685,-77.396804
Covington city,Virginia,VA,South,37.78106,-79.985434
Danville city,Virginia,VA,South,36.583334,-79.408071
Emporia city,Virginia,VA,South,36.696182,-77.535975
Fairfax city,Virginia,VA,South,38.853183,-77.299025
Falls Church city,Virginia,VA,South,38.884722,-77.175603
Franklin city,Virginia,VA,South,36.684014,-76.941396
Fredericksburg city,Virginia,VA,South,38.299272,-77.486658
Galax city,Virginia,VA,South,36.66564,-80.914308
Hampton city,Virginia,VA,South,37.047961,-76.297293
Harrisonburg city,Virginia,VA,South,38.436255,-78.873303
Hopewell city,Virginia,VA,South,37.29101,-77.298944
Lexington city,Virginia,VA,South,37.782332,-79.44432
Lynchburg city,Virginia,VA,South,37.399016,-79.195458
Manassas city,Virginia,VA,South,38.746808,-77.482633
Manassas Park city,Virginia,VA,South,38.769398,-77.442323
Martinsville city,Virginia,VA,South,36.683527,-79.863647
Newport News city,Virginia,VA,South,37.076136,-76.52198
Norfolk city,Virginia,VA,South,36.923015,-76.244641
Norton city,Virginia,VA,South,36.931549,-82.625996
Petersburg city,Virginia,VA,South,37.20473,-77.392368
Poquoson city,Virginia,VA,South,37.12836,-76.303534
Portsmouth city,Virginia,VA,South,36.859339,-76.356973
Radford city,Virginia,VA,South,37.120119,-80.559147
Richmond city,Virginia,VA,South,37.531399,-77.476009
Roanoke city,Virginia,VA,South,37.278458,-79.958174
Salem city,Virginia,VA,South,37.285333,-80.055241
Staunton city,Virginia,VA,South,38.157978,-79.061876
Suffolk city,Virginia,VA,South,36.697157,-76.634781
Virginia Beach city,Virginia,VA,South,36.779525,-76.029142
Waynesboro city,Virginia,VA,South,38.067157,-78.90142
Williamsburg city,Virginia,VA,South,37.269481,-76.708193
Winchester city,Virginia,VA,South,39.173869,-78.176356
Adams County,Washington,WA,West,47.011238,-118.512861
Asotin County,Washington,WA,West,46.181861,-117.227781
Benton County,Washington,WA,West,46.228125,-119.516659
Chelan County,Washington,WA,West,47.860974,-120.619041
Clallam County,Washington,WA,West,48.110903,-123.88986
Clark County,Washington,WA,West,45.77173,-122.485953
Columbia County,Washington,WA,West,46.29285,-117.911634
Cowlitz County,Washington,WA,West,46.196785,-122.67846
Douglas County,Washington,WA,West,47.741763,-119.694622
Ferry County,Washington,WA,West,48.473256,-118.533589
Franklin County,Washington,WA,West,46.537502,-118.903891
Garfield County,Washington,WA,West,46.429318,-117.536705
Grant County,Washington,WA,West,47.213633,-119.467788
Grays Harbor County,Washington,WA,West,47.113732,-123.826735
Island County,Washington,WA,West,48.158554,-122.670649
Jefferson County,Washington,WA,West,47.805708,-123.527057
King County,Washington,WA,West,47.490552,-121.833977
Kitsap County,Washington,WA,West,47.639595,-122.649634
Kittitas County,Washington,WA,West,47.124441,-120.676709
Klickitat County,Washington,WA,West,45.870446,-120.779305
Lewis County,Washington,WA,West,46.580071,-122.377444
Lincoln County,Washington,WA,West,47.582743,-118.417692
Mason County,Washington,WA,West,47.350832,-123.173103
Okanogan County,Washington,WA,West,48.548453,-119.742235
Pacific County,Washington,WA,West,46.556587,-123.782419
Pend Oreille County,Washington,WA,West,48.543825,-117.232191
Pierce County,Washington,WA,West,47.051413,-122.15324
San Juan County,Washington,WA,West,48.50719,-123.103769
Skagit County,Washington,WA,West,48.493292,-121.81577
Skamania County,Washington,WA,West,46.024785,-121.953232
Snohomish County,Washington,WA,West,48.054913,-121.765038
Spokane County,Washington,WA,West,47.620375,-117.403371
Stevens County,Washington,WA,West,48.388728,-117.854455
Thurston County,Washington,WA,West,46.935822,-122.830152
Wahkiakum County,Washington,WA,West,46.294638,-123.424458
Walla Walla County,Washington,WA,West,46.254606,-118.48037
Whatcom County,Washington,WA,West,48.842653,-121.836432
Whitman County,Washington,WA,West,46.905944,-117.53539
Yakima County,Washington,WA,West,46.456558,-120.740145
Barbour County,West Virginia,WV,South,39.139725,-79.996947
Berkeley County,West Virginia,WV,South,39.447938,-78.037754
Boone County,West Virginia,WV,South,38.022814,-81.713538
Braxton County,West Virginia,WV,South,38.69933,-80.73166
Brooke County,West Virginia,WV,South,40.272645,-80.578691
Cabell County,West Virginia,WV,South,38.419578,-82.243397
Calhoun County,West Virginia,WV,South,38.844159,-81.115478
Clay County,West Virginia,WV,South,38.459826,-81.081866
Doddridge County,West Virginia,WV,South,39.264307,-80.711498
Fayette County,West Virginia,WV,South,38.030948,-81.08607
Gilmer County,West Virginia,WV,South,38.915867,-80.849413
Grant County,West Virginia,WV,South,39.105988,-79.195064
Greenbrier County,West Virginia,WV,South,37.924418,-80.45059
Hampshire County,West Virginia,WV,South,39.312139,-78.611989
Hancock County,West Virginia,WV,South,40.516958,-80.570164
Hardy County,West Virginia,WV,South,39.011361,-78.841729
Harrison County,West Virginia,WV,South,39.279182,-80.386498
Jackson County,West Virginia,WV,South,38.834234,-81.677717
Jefferson County,West Virginia,WV,South,39.307398,-77.86322
Kanawha County,West Virginia,WV,South,38.328068,-81.523516
Lewis County,West Virginia,WV,South,38.988877,-80.495477
Lincoln County,West Virginia,WV,South,38.17177,-82.077623
Logan County,West Virginia,WV,South,37.830591,-81.940853
McDowell County,West Virginia,WV,South,37.38276,-81.658204
Marion County,West Virginia,WV,South,39.505839,-80.243402
Marshall County,West Virginia,WV,South,39.854426,-80.671794
Mason County,West Virginia,WV,South,38.770914,-82.029007
Mercer County,West Virginia,WV,South,37.403448,-81.106456
Mineral County,West Virginia,WV,South,39.404781,-78.95669
Mingo County,West Virginia,WV,South,37.721161,-82.158989
Monongalia County,West Virginia,WV,South,39.633645,-80.059074
Monroe County,West Virginia,WV,South,37.554062,-80.550329
Morgan County,West Virginia,WV,South,39.557345,-78.256517
Nicholas County,West Virginia,WV,South,38.291432,-80.797515
Ohio County,West Virginia,WV,South,40.100323,-80.6199
Pendleton County,West Virginia,WV,South,38.67445,-79.340617
Pleasants County,West Virginia,WV,South,39.368133,-81.161172
Pocahontas County,West Virginia,WV,South,38.332606,-80.010121
Preston County,West Virginia,WV,South,39.46903,-79.668865
Putnam County,West Virginia,WV,South,38.510518,-81.906109
Raleigh County,West Virginia,WV,South,37.762469,-81.264672
Randolph County,West Virginia,WV,South,38.781095,-79.867788
Ritchie County,West Virginia,WV,South,39.177112,-81.066317
Roane County,West Virginia,WV,South,38.74295,-81.354494
Summers County,West Virginia,WV,South,37.655999,-80.856325
Taylor County,West Virginia,WV,South,39.332478,-80.046554
Tucker County,West Virginia,WV,South,39.111175,-79.559968
Tyler County,West Virginia,WV,South,39.465634,-80.877219
Upshur County,West Virginia,WV,South,38.90253,-80.231606
Wayne County,West Virginia,WV,South,38.143642,-82.422666
Webster County,West Virginia,WV,South,38.483459,-80.449052
Wetzel County,West Virginia,WV,South,39.59818,-80.635399
Wirt County,West Virginia,WV,South,39.020034,-81.382975
Wood County,West Virginia,WV,South,39.211602,-81.516234
Wyoming County,West Virginia,WV,South,37.60366,-81.549032
Adams County,Wisconsin,WI,Midwest,43.973757,-89.767228
Ashland County,Wisconsin,WI,Midwest,46.544424,-90.679691
Barron County,Wisconsin,WI,Midwest,45.437192,-91.852892
Bayfield County,Wisconsin,WI,Midwest,46.634199,-91.177282
Brown County,Wisconsin,WI,Midwest,44.474024,-87.99613
Buffalo County,Wisconsin,WI,Midwest,44.385633,-91.761294
Burnett County,Wisconsin,WI,Midwest,45.866897,-92.37573
Calumet County,Wisconsin,WI,Midwest,44.07841,-88.212132
Chippewa County,Wisconsin,WI,Midwest,45.069092,-91.283505
Clark County,Wisconsin,WI,Midwest,44.739346,-90.609953
Columbia County,Wisconsin,WI,Midwest,43.471882,-89.330472
Crawford County,Wisconsin,WI,Midwest,43.242768,-90.935185
Dane County,Wisconsin,WI,Midwest,43.067468,-89.417852
Dodge County,Wisconsin,WI,Midwest,43.429628,-88.701939
Door County,Wisconsin,WI,Midwest,45.093417,-87.048683
Douglas County,Wisconsin,WI,Midwest,46.463218,-91.892477
Dunn County,Wisconsin,WI,Midwest,44.947751,-91.897645
Eau Claire County,Wisconsin,WI,Midwest,44.726355,-91.286414
Florence County,Wisconsin,WI,Midwest,45.871828,-88.406988
Fond du Lac County,Wisconsin,WI,Midwest,43.754722,-88.493284
Forest County,Wisconsin,WI,Midwest,45.666881,-88.773326
Grant County,Wisconsin,WI,Midwest,42.870028,-90.694229
Green County,Wisconsin,WI,Midwest,42.675522,-89.605074
Green Lake County,Wisconsin,WI,Midwest,43.780247,-88.97038
Iowa County,Wisconsin,WI,Midwest,43.001021,-90.133691
Iron County,Wisconsin,WI,Midwest,46.32655,-90.261298
Jackson County,Wisconsin,WI,Midwest,44.32459,-90.79951
Jefferson County,Wisconsin,WI,Midwest,43.013804,-88.773985
Juneau County,Wisconsin,WI,Midwest,43.932836,-90.113984
Kenosha County,Wisconsin,WI,Midwest,42.587526,-87.879996
Kewaunee County,Wisconsin,WI,Midwest,44.605677,-87.448008
La Crosse County,Wisconsin,WI,Midwest,43.908222,-91.111758
Lafayette County,Wisconsin,WI,Midwest,42.655578,-90.130292
