county,state,state_abbr,region,lat,lng
Langlade County,Wisconsin,WI,Midwest,45.254863,-89.06707
Lincoln County,Wisconsin,WI,Midwest,45.333148,-89.73224
Manitowoc County,Wisconsin,WI,Midwest,44.156137,-87.577352
Marathon County,Wisconsin,WI,Midwest,44.898036,-89.757823
Marinette County,Wisconsin,WI,Midwest,45.346899,-87.991198
Marquette County,Wisconsin,WI,Midwest,43.826053,-89.409095
Menominee County,Wisconsin,WI,Midwest,44.991304,-88.669251
Milwaukee County,Wisconsin,WI,Midwest,42.912643,-87.862312
Monroe County,Wisconsin,WI,Midwest,43.945175,-90.619969
Oconto County,Wisconsin,WI,Midwest,44.996575,-88.206516
Oneida County,Wisconsin,WI,Midwest,45.716176,-89.534533
Outagamie County,Wisconsin,WI,Midwest,44.418226,-88.464988
Ozaukee County,Wisconsin,WI,Midwest,43.501807,-87.847551
Pepin County,Wisconsin,WI,Midwest,44.627436,-91.83489
Pierce County,Wisconsin,WI,Midwest,44.725336,-92.426279
Polk County,Wisconsin,WI,Midwest,45.462041,-92.447066
Portage County,Wisconsin,WI,Midwest,44.476246,-89.49807
Price County,Wisconsin,WI,Midwest,45.679072,-90.35965
Racine County,Wisconsin,WI,Midwest,42.780392,-87.771599
Richland County,Wisconsin,WI,Midwest,43.376199,-90.435693
Rock County,Wisconsin,WI,Midwest,42.66988,-89.075284
Rusk County,Wisconsin,WI,Midwest,45.472734,-91.136745
St. Croix County,Wisconsin,WI,Midwest,45.028959,-92.447284
Sauk County,Wisconsin,WI,Midwest,43.428001,-89.943318
Sawyer County,Wisconsin,WI,Midwest,45.864999,-91.147063
Shawano County,Wisconsin,WI,Midwest,44.789641,-88.755813
Sheboygan County,Wisconsin,WI,Midwest,43.738713,-87.731531
Taylor County,Wisconsin,WI,Midwest,45.211656,-90.504853
Trempealeau County,Wisconsin,WI,Midwest,44.30305,-91.358867
Vernon County,Wisconsin,WI,Midwest,43.599366,-90.821983
Vilas County,Wisconsin,WI,Midwest,46.049848,-89.501254
Walworth County,Wisconsin,WI,Midwest,42.66811,-88.541731
Washburn County,Wisconsin,WI,Midwest,45.892489,-91.796422
Washington County,Wisconsin,WI,Midwest,43.391156,-88.232917
Waukesha County,Wisconsin,WI,Midwest,43.018368,-88.30424
Waupaca County,Wisconsin,WI,Midwest,44.478004,-88.967005
Waushara County,Wisconsin,WI,Midwest,44.112823,-89.239786
Winnebago County,Wisconsin,WI,Midwest,44.085707,-88.668149
Wood County,Wisconsin,WI,Midwest,44.461413,-90.038825
Albany County,Wyoming,WY,West,41.665514,-105.721883
Big Horn County,Wyoming,WY,West,44.525117,-107.994848
Campbell County,Wyoming,WY,West,44.191999,-105.517014
Carbon County,Wyoming,WY,West,41.70359,-106.933153
Converse County,Wyoming,WY,West,42.984623,-105.524752
Crook County,Wyoming,WY,West,44.589266,-104.567298
Fremont County,Wyoming,WY,West,43.054831,-108.608935
Goshen County,Wyoming,WY,West,42.089455,-104.35354
Hot Springs County,Wyoming,WY,West,43.720209,-108.435076
Johnson County,Wyoming,WY,West,44.044048,-106.588541
Laramie County,Wyoming,WY,West,41.29283,-104.660395
Lincoln County,Wyoming,WY,West,42.229993,-110.682961
Natrona County,Wyoming,WY,West,42.977645,-106.768219
Niobrara County,Wyoming,WY,West,43.062159,-104.468373
Park County,Wyoming,WY,West,44.492387,-109.593597
Platte County,Wyoming,WY,West,42.131593,-104.953963
Sheridan County,Wyoming,WY,West,44.781369,-106.881211
Sublette County,Wyoming,WY,West,42.767928,-109.91617
Sweetwater County,Wyoming,WY,West,41.660328,-108.875677
Teton County,Wyoming,WY,West,44.048662,-110.426087
Uinta County,Wyoming,WY,West,41.284726,-110.558947
Washakie County,Wyoming,WY,West,43.878831,-107.669052
Weston County,Wyoming,WY,West,43.846213,-104.57002
